txid,input_wallet,output_wallet,amount,fee,script_type,pattern_label,timestamp_tx,timestamp_obs,src_ip,dst_ip,src_port,dst_port,observation_delay_ms
TX_000075,wallet_054,wallet_085,1.72966188,0.005,P2SH,normal,2026-03-01 21:11:22,2026-03-01 21:11:22.160,52.1.245.185,13.21.142.76,64601,8333,160.0
TX_000075,wallet_054,wallet_085,1.72966188,0.005,P2SH,normal,2026-03-01 21:11:22,2026-03-01 21:11:22.784,185.42.95.91,104.175.185.30,56405,8333,784.0
TX_000075,wallet_054,wallet_085,1.72966188,0.005,P2SH,normal,2026-03-01 21:11:22,2026-03-01 21:11:23.484,185.55.168.128,192.130.234.28,59054,8333,1484.0
TX_000076,wallet_034,wallet_027,0.63654975,0.00220259,P2PKH,normal,2026-03-01 21:11:52,2026-03-01 21:11:52.193,172.174.190.229,172.152.109.9,59125,8332,193.0
TX_000077,wallet_034,wallet_051,0.48621911,0.00041044,P2SH,normal,2026-03-01 21:26:23,2026-03-01 21:26:23.290,13.93.57.36,192.179.109.88,61887,8333,290.0
TX_000078,wallet_059,wallet_041,0.05143439,0.00028928,P2WPKH,normal,2026-03-01 21:30:22,2026-03-01 21:30:22.479,13.153.17.99,192.139.245.200,54215,8334,479.0
TX_000078,wallet_059,wallet_041,0.05143439,0.00028928,P2WPKH,normal,2026-03-01 21:30:22,2026-03-01 21:30:22.630,52.37.68.36,104.175.185.30,62525,18332,630.0
TX_000078,wallet_059,wallet_041,0.05143439,0.00028928,P2WPKH,normal,2026-03-01 21:30:22,2026-03-01 21:30:22.713,45.249.129.196,198.42.119.98,56271,8333,713.0
TX_000078,wallet_059,wallet_041,0.05143439,0.00028928,P2WPKH,normal,2026-03-01 21:30:22,2026-03-01 21:30:23.004,198.42.119.98,13.57.115.151,61188,8333,1004.0
TX_000078,wallet_059,wallet_041,0.05143439,0.00028928,P2WPKH,normal,2026-03-01 21:30:22,2026-03-01 21:30:23.714,172.156.163.44,172.152.109.9,62198,8333,1714.0
TX_000079,wallet_002,wallet_059,0.46984983,0.00152706,P2SH,normal,2026-03-01 21:54:01,2026-03-01 21:54:01.515,104.144.51.184,52.1.245.185,56102,8333,515.0
TX_000080,wallet_013,wallet_010,0.18394383,0.00055298,P2SH,normal,2026-03-01 21:57:08,2026-03-01 21:57:08.071,172.152.109.9,172.156.163.44,57133,443,71.0
TX_000080,wallet_013,wallet_010,0.18394383,0.00055298,P2SH,normal,2026-03-01 21:57:08,2026-03-01 21:57:08.331,104.24.56.60,104.154.83.126,55940,8333,331.0
TX_000080,wallet_013,wallet_010,0.18394383,0.00055298,P2SH,normal,2026-03-01 21:57:08,2026-03-01 21:57:08.619,198.172.69.180,45.40.56.246,49244,8333,619.0
TX_000080,wallet_013,wallet_010,0.18394383,0.00055298,P2SH,normal,2026-03-01 21:57:08,2026-03-01 21:57:08.817,192.179.109.88,52.24.194.13,57365,8333,817.0
TX_000080,wallet_013,wallet_010,0.18394383,0.00055298,P2SH,normal,2026-03-01 21:57:08,2026-03-01 21:57:08.979,172.76.112.41,198.58.36.189,53470,8333,979.0
TX_000081,wallet_017,wallet_045,0.14542511,0.00069223,P2WPKH,normal,2026-03-01 22:05:38,2026-03-01 22:05:38.652,185.42.95.91,198.58.36.189,54861,8333,652.0
TX_000081,wallet_017,wallet_045,0.14542511,0.00069223,P2WPKH,normal,2026-03-01 22:05:38,2026-03-01 22:05:38.831,198.40.96.196,104.59.211.9,52876,8333,831.0
TX_000082,wallet_048,wallet_037,0.43489361,0.00042964,P2WPKH,normal,2026-03-01 22:27:22,2026-03-01 22:27:22.509,104.154.83.126,198.42.119.98,52725,8333,509.0
TX_000082,wallet_048,wallet_037,0.43489361,0.00042964,P2WPKH,normal,2026-03-01 22:27:22,2026-03-01 22:27:22.785,45.249.142.221,172.174.190.229,59035,8333,785.0
TX_000082,wallet_048,wallet_037,0.43489361,0.00042964,P2WPKH,normal,2026-03-01 22:27:22,2026-03-01 22:27:22.866,172.152.109.9,52.37.68.36,62312,8333,866.0
TX_000082,wallet_048,wallet_037,0.43489361,0.00042964,P2WPKH,normal,2026-03-01 22:27:22,2026-03-01 22:27:23.026,52.37.68.36,45.216.164.130,63686,8333,1026.0
TX_000083,wallet_091,wallet_039,1.14644268,0.00360079,P2WPKH,normal,2026-03-01 23:01:31,2026-03-01 23:01:31.379,13.153.120.136,45.40.56.246,51304,8333,379.0
TX_000084,wallet_084,wallet_068,4.69733468,0.0006998,P2WPKH,normal,2026-03-01 23:07:13,2026-03-01 23:07:13.698,13.153.17.99,52.24.194.13,59807,8333,698.0
TX_000084,wallet_084,wallet_068,4.69733468,0.0006998,P2WPKH,normal,2026-03-01 23:07:13,2026-03-01 23:07:14.359,45.192.150.110,198.222.26.98,64019,8333,1359.0
TX_000084,wallet_084,wallet_068,4.69733468,0.0006998,P2WPKH,normal,2026-03-01 23:07:13,2026-03-01 23:07:14.849,13.57.115.151,192.130.234.28,52901,8334,1849.0
TX_000084,wallet_084,wallet_068,4.69733468,0.0006998,P2WPKH,normal,2026-03-01 23:07:13,2026-03-01 23:07:15.463,45.216.164.130,52.138.32.250,63244,8333,2463.0
TX_000084,wallet_084,wallet_068,4.69733468,0.0006998,P2WPKH,normal,2026-03-01 23:07:13,2026-03-01 23:07:15.746,104.59.211.9,198.172.69.180,64012,8333,2746.0
TX_000085,wallet_039,wallet_085,0.03963472,7.408e-05,P2WPKH,normal,2026-03-01 23:09:20,2026-03-01 23:09:20.370,185.103.69.17,185.42.95.91,57504,8333,370.0
TX_000086,wallet_034,wallet_015,0.93134333,0.00420341,P2SH,normal,2026-03-01 23:18:05,2026-03-01 23:18:05.753,13.227.235.165,104.24.56.60,52141,8333,753.0
TX_000086,wallet_034,wallet_015,0.93134333,0.00420341,P2SH,normal,2026-03-01 23:18:05,2026-03-01 23:18:05.898,185.103.69.17,13.57.115.151,61362,8333,898.0
TX_000087,wallet_020,wallet_035,0.46821346,0.00074324,P2PKH,normal,2026-03-01 23:44:08,2026-03-01 23:44:08.111,13.153.17.99,52.24.194.13,59953,8333,111.0
TX_000087,wallet_020,wallet_035,0.46821346,0.00074324,P2PKH,normal,2026-03-01 23:44:08,2026-03-01 23:44:08.581,172.156.163.44,52.1.245.185,63010,8334,581.0
TX_000087,wallet_020,wallet_035,0.46821346,0.00074324,P2PKH,normal,2026-03-01 23:44:08,2026-03-01 23:44:08.683,198.222.26.98,45.249.142.221,59390,8333,683.0
TX_000087,wallet_020,wallet_035,0.46821346,0.00074324,P2PKH,normal,2026-03-01 23:44:08,2026-03-01 23:44:09.324,198.191.144.138,52.138.32.250,54222,8333,1324.0
TX_000087,wallet_020,wallet_035,0.46821346,0.00074324,P2PKH,normal,2026-03-01 23:44:08,2026-03-01 23:44:09.603,13.57.115.151,198.42.119.98,61196,8333,1603.0
TX_000088,wallet_044,wallet_027,0.96125549,0.00338434,P2WPKH,normal,2026-03-01 23:46:03,2026-03-01 23:46:03.637,13.21.142.76,198.234.242.146,50012,8333,637.0
TX_000088,wallet_044,wallet_027,0.96125549,0.00338434,P2WPKH,normal,2026-03-01 23:46:03,2026-03-01 23:46:04.360,45.249.129.196,45.253.21.219,50100,8333,1360.0
TX_000088,wallet_044,wallet_027,0.96125549,0.00338434,P2WPKH,normal,2026-03-01 23:46:03,2026-03-01 23:46:05.129,192.139.245.200,45.117.163.214,60287,8333,2129.0
TX_000089,wallet_065,wallet_063,0.29274479,0.0004395,P2WPKH,normal,2026-03-01 23:49:44,2026-03-01 23:49:44.196,172.40.161.41,52.1.245.185,62284,8333,196.0
TX_000089,wallet_065,wallet_063,0.29274479,0.0004395,P2WPKH,normal,2026-03-01 23:49:44,2026-03-01 23:49:44.894,198.58.36.189,13.57.115.151,56201,8333,894.0
TX_000090,wallet_007,wallet_012,0.61685686,0.00202887,P2WPKH,normal,2026-03-01 23:50:05,2026-03-01 23:50:05.399,185.27.24.98,45.254.237.164,59363,8333,399.0
TX_000090,wallet_007,wallet_012,0.61685686,0.00202887,P2WPKH,normal,2026-03-01 23:50:05,2026-03-01 23:50:06.030,13.153.120.136,104.144.51.184,50875,8333,1030.0
TX_000090,wallet_007,wallet_012,0.61685686,0.00202887,P2WPKH,normal,2026-03-01 23:50:05,2026-03-01 23:50:06.712,172.152.109.9,45.249.129.196,51825,8333,1712.0
TX_000090,wallet_007,wallet_012,0.61685686,0.00202887,P2WPKH,normal,2026-03-01 23:50:05,2026-03-01 23:50:07.439,185.103.69.17,198.191.144.138,63636,8333,2439.0
TX_000091,wallet_006,wallet_001,0.27521563,0.00052734,P2PKH,normal,2026-03-01 23:52:23,2026-03-01 23:52:23.574,45.208.223.2,198.42.119.98,63239,8333,574.0
TX_000091,wallet_006,wallet_001,0.27521563,0.00052734,P2PKH,normal,2026-03-01 23:52:23,2026-03-01 23:52:24.318,52.1.245.185,13.153.17.99,65097,8333,1318.0
TX_000092,wallet_034,wallet_021,0.05180721,0.00024335,P2SH,normal,2026-03-02 00:16:05,2026-03-02 00:16:05.096,13.21.142.76,104.59.211.9,50947,8333,96.0
TX_000092,wallet_034,wallet_021,0.05180721,0.00024335,P2SH,normal,2026-03-02 00:16:05,2026-03-02 00:16:05.454,52.138.32.250,192.179.109.88,57524,8333,454.0
TX_000092,wallet_034,wallet_021,0.05180721,0.00024335,P2SH,normal,2026-03-02 00:16:05,2026-03-02 00:16:05.626,172.7.190.71,198.191.144.138,63263,8333,626.0
TX_000093,wallet_055,wallet_072,0.53869878,0.00012939,P2PKH,normal,2026-03-02 00:37:21,2026-03-02 00:37:21.595,192.130.234.28,13.21.142.76,60757,8333,595.0
TX_000093,wallet_055,wallet_072,0.53869878,0.00012939,P2PKH,normal,2026-03-02 00:37:21,2026-03-02 00:37:21.688,185.103.69.17,198.58.36.189,64217,18332,688.0
TX_000093,wallet_055,wallet_072,0.53869878,0.00012939,P2PKH,normal,2026-03-02 00:37:21,2026-03-02 00:37:22.327,185.103.69.17,13.153.17.99,62404,8333,1327.0
TX_000093,wallet_055,wallet_072,0.53869878,0.00012939,P2PKH,normal,2026-03-02 00:37:21,2026-03-02 00:37:22.804,198.222.26.98,45.208.223.2,62424,8333,1804.0
TX_000094,wallet_089,wallet_020,0.07097719,0.00024685,P2WPKH,normal,2026-03-02 00:42:55,2026-03-02 00:42:55.225,45.249.142.221,185.55.168.128,61009,8333,225.0
TX_000094,wallet_089,wallet_020,0.07097719,0.00024685,P2WPKH,normal,2026-03-02 00:42:55,2026-03-02 00:42:55.383,185.148.50.181,198.234.242.146,62273,8333,383.0
TX_000094,wallet_089,wallet_020,0.07097719,0.00024685,P2WPKH,normal,2026-03-02 00:42:55,2026-03-02 00:42:55.838,45.117.163.214,192.139.245.200,60277,8333,838.0
TX_000095,wallet_075,wallet_071,0.56212717,0.00051413,P2PKH,normal,2026-03-02 00:50:57,2026-03-02 00:50:57.128,198.191.144.138,45.197.165.88,52888,8333,128.0
TX_000095,wallet_075,wallet_071,0.56212717,0.00051413,P2PKH,normal,2026-03-02 00:50:57,2026-03-02 00:50:57.376,104.154.83.126,172.156.163.44,60656,8333,376.0
TX_000096,wallet_040,wallet_047,1.02231271,0.00465553,P2SH,normal,2026-03-02 01:28:57,2026-03-02 01:28:57.291,13.57.115.151,185.27.24.98,57539,8333,291.0
TX_000096,wallet_040,wallet_047,1.02231271,0.00465553,P2SH,normal,2026-03-02 01:28:57,2026-03-02 01:28:57.957,45.40.56.246,104.154.83.126,51621,8333,957.0
TX_000097,wallet_006,wallet_046,0.07877423,0.00013897,P2PKH,normal,2026-03-02 01:50:33,2026-03-02 01:50:33.525,192.139.245.200,172.40.161.41,63861,8333,525.0
TX_000097,wallet_006,wallet_046,0.07877423,0.00013897,P2PKH,normal,2026-03-02 01:50:33,2026-03-02 01:50:34.153,45.197.165.88,104.175.185.30,59742,8334,1153.0
TX_000097,wallet_006,wallet_046,0.07877423,0.00013897,P2PKH,normal,2026-03-02 01:50:33,2026-03-02 01:50:34.526,45.40.56.246,185.55.168.128,51389,8333,1526.0
TX_000097,wallet_006,wallet_046,0.07877423,0.00013897,P2PKH,normal,2026-03-02 01:50:33,2026-03-02 01:50:35.222,45.117.163.214,45.253.21.219,50992,8333,2222.0
TX_000098,wallet_014,wallet_046,0.26581206,0.00109267,P2WPKH,normal,2026-03-02 01:59:53,2026-03-02 01:59:53.367,185.55.168.128,198.234.242.146,50384,8333,367.0
TX_000099,wallet_053,wallet_080,0.64044519,0.00246604,P2WPKH,normal,2026-03-02 02:06:12,2026-03-02 02:06:12.128,45.197.165.88,104.144.51.184,61750,8333,128.0
TX_000099,wallet_053,wallet_080,0.64044519,0.00246604,P2WPKH,normal,2026-03-02 02:06:12,2026-03-02 02:06:12.745,198.40.96.196,172.174.190.229,63888,443,745.0
TX_000099,wallet_053,wallet_080,0.64044519,0.00246604,P2WPKH,normal,2026-03-02 02:06:12,2026-03-02 02:06:13.462,45.207.12.187,198.172.69.180,64737,8333,1462.0
TX_000100,wallet_031,wallet_021,0.16737585,0.00086736,P2WPKH,normal,2026-03-02 02:26:18,2026-03-02 02:26:18.511,13.57.115.151,172.156.163.44,51915,8333,511.0
TX_000101,wallet_053,wallet_004,5.93760938,0.005,P2WPKH,normal,2026-03-02 02:58:08,2026-03-02 02:58:08.090,185.148.50.181,45.216.164.130,63496,443,90.0
TX_000101,wallet_053,wallet_004,5.93760938,0.005,P2WPKH,normal,2026-03-02 02:58:08,2026-03-02 02:58:08.675,45.249.142.221,185.27.24.98,61076,8333,675.0
TX_000102,wallet_053,wallet_086,0.2497034,0.00113219,P2WPKH,normal,2026-03-02 03:11:51,2026-03-02 03:11:51.446,104.59.211.9,198.172.69.180,50867,8333,446.0
TX_000102,wallet_053,wallet_086,0.2497034,0.00113219,P2WPKH,normal,2026-03-02 03:11:51,2026-03-02 03:11:52.158,198.172.69.180,104.24.56.60,59955,8333,1158.0
TX_000102,wallet_053,wallet_086,0.2497034,0.00113219,P2WPKH,normal,2026-03-02 03:11:51,2026-03-02 03:11:52.902,45.254.237.164,198.222.26.98,57409,8333,1902.0
TX_000103,wallet_035,wallet_021,0.07025535,0.00032808,P2PKH,normal,2026-03-02 03:16:21,2026-03-02 03:16:21.203,198.172.69.180,104.144.51.184,53786,18332,203.0
TX_000103,wallet_035,wallet_021,0.07025535,0.00032808,P2PKH,normal,2026-03-02 03:16:21,2026-03-02 03:16:21.924,45.249.129.196,172.76.112.41,61995,8333,924.0
TX_000103,wallet_035,wallet_021,0.07025535,0.00032808,P2PKH,normal,2026-03-02 03:16:21,2026-03-02 03:16:22.699,104.144.51.184,185.42.95.91,61495,8333,1699.0
TX_000103,wallet_035,wallet_021,0.07025535,0.00032808,P2PKH,normal,2026-03-02 03:16:21,2026-03-02 03:16:23.085,192.179.109.88,52.1.245.185,52214,8333,2085.0
TX_000103,wallet_035,wallet_021,0.07025535,0.00032808,P2PKH,normal,2026-03-02 03:16:21,2026-03-02 03:16:23.568,198.191.144.138,198.42.119.98,49749,8333,2568.0
TX_000104,wallet_005,wallet_061,0.7208069,0.00090771,P2WPKH,normal,2026-03-02 03:17:00,2026-03-02 03:17:00.269,198.172.69.180,198.191.144.138,55443,8333,269.0
TX_000104,wallet_005,wallet_061,0.7208069,0.00090771,P2WPKH,normal,2026-03-02 03:17:00,2026-03-02 03:17:00.459,45.40.56.246,104.24.56.60,58844,8333,459.0
TX_000105,wallet_059,wallet_045,0.19224996,0.00035672,P2SH,normal,2026-03-02 03:37:54,2026-03-02 03:37:54.569,104.154.83.126,13.93.57.36,50388,8333,569.0
TX_000503,wallet_011,wallet_030,82.37887456,0.0001,P2WPKH,peeling_chain,2026-03-02 04:13:00,2026-03-02 04:13:00.536,192.130.234.28,198.42.119.98,59250,8333,536.0
TX_000503,wallet_011,wallet_030,82.37887456,0.0001,P2WPKH,peeling_chain,2026-03-02 04:13:00,2026-03-02 04:13:01.206,172.174.190.229,192.139.245.200,50943,8333,1206.0
TX_000503,wallet_011,wallet_030,82.37887456,0.0001,P2WPKH,peeling_chain,2026-03-02 04:13:00,2026-03-02 04:13:01.943,185.148.50.181,45.253.21.219,61757,8333,1943.0
TX_000504,wallet_011,wallet_064,3.14799546,0.0001,P2WPKH,peeling_chain,2026-03-02 04:13:01,2026-03-02 04:13:01.751,45.208.223.2,52.24.194.13,56897,80,751.0
TX_000504,wallet_011,wallet_064,3.14799546,0.0001,P2WPKH,peeling_chain,2026-03-02 04:13:01,2026-03-02 04:13:01.809,198.176.84.216,172.12.170.59,59011,8333,809.0
TX_000504,wallet_011,wallet_064,3.14799546,0.0001,P2WPKH,peeling_chain,2026-03-02 04:13:01,2026-03-02 04:13:02.100,45.117.163.214,52.138.32.250,54402,8334,1100.0
TX_000505,wallet_030,wallet_013,79.46253394,0.0001,P2WPKH,peeling_chain,2026-03-02 04:23:00,2026-03-02 04:23:00.709,104.59.211.9,172.174.190.229,58131,80,709.0
TX_000505,wallet_030,wallet_013,79.46253394,0.0001,P2WPKH,peeling_chain,2026-03-02 04:23:00,2026-03-02 04:23:01.241,198.40.96.196,104.59.211.9,60054,8333,1241.0
TX_000505,wallet_030,wallet_013,79.46253394,0.0001,P2WPKH,peeling_chain,2026-03-02 04:23:00,2026-03-02 04:23:01.393,185.27.24.98,192.130.234.28,57703,8333,1393.0
TX_000506,wallet_030,wallet_087,2.91614062,0.0001,P2PKH,peeling_chain,2026-03-02 04:23:02,2026-03-02 04:23:02.480,13.153.120.136,198.40.96.196,59859,8333,480.0
TX_000506,wallet_030,wallet_087,2.91614062,0.0001,P2PKH,peeling_chain,2026-03-02 04:23:02,2026-03-02 04:23:02.558,192.139.245.200,172.152.109.9,55172,8333,558.0
TX_000506,wallet_030,wallet_087,2.91614062,0.0001,P2PKH,peeling_chain,2026-03-02 04:23:02,2026-03-02 04:23:03.264,192.179.109.88,172.7.190.71,62280,8333,1264.0
TX_000507,wallet_013,wallet_049,77.19841389,0.0001,P2WPKH,peeling_chain,2026-03-02 04:29:00,2026-03-02 04:29:00.371,172.40.161.41,104.144.51.184,52783,8333,371.0
TX_000507,wallet_013,wallet_049,77.19841389,0.0001,P2WPKH,peeling_chain,2026-03-02 04:29:00,2026-03-02 04:29:00.949,192.130.234.28,45.197.165.88,53414,8333,949.0
TX_000507,wallet_013,wallet_049,77.19841389,0.0001,P2WPKH,peeling_chain,2026-03-02 04:29:00,2026-03-02 04:29:01.701,104.59.211.9,185.42.95.91,63946,8333,1701.0
TX_000508,wallet_013,wallet_052,2.26392005,0.0001,P2PKH,peeling_chain,2026-03-02 04:29:05,2026-03-02 04:29:05.316,172.92.217.89,45.249.129.196,59886,8333,316.0
TX_000508,wallet_013,wallet_052,2.26392005,0.0001,P2PKH,peeling_chain,2026-03-02 04:29:05,2026-03-02 04:29:05.569,104.144.51.184,185.103.69.17,61197,8333,569.0
TX_000509,wallet_049,wallet_036,74.31218438,0.0001,P2PKH,peeling_chain,2026-03-02 04:44:00,2026-03-02 04:44:00.634,13.21.142.76,198.58.36.189,49904,8334,634.0
TX_000509,wallet_049,wallet_036,74.31218438,0.0001,P2PKH,peeling_chain,2026-03-02 04:44:00,2026-03-02 04:44:01.310,104.175.185.30,13.21.142.76,52067,18333,1310.0
TX_000509,wallet_049,wallet_036,74.31218438,0.0001,P2PKH,peeling_chain,2026-03-02 04:44:00,2026-03-02 04:44:01.628,45.249.129.196,185.27.24.98,50783,8333,1628.0
TX_000509,wallet_049,wallet_036,74.31218438,0.0001,P2PKH,peeling_chain,2026-03-02 04:44:00,2026-03-02 04:44:02.117,13.153.120.136,172.12.170.59,54042,8333,2117.0
TX_000510,wallet_049,wallet_023,2.88602951,0.0001,P2PKH,peeling_chain,2026-03-02 04:44:02,2026-03-02 04:44:02.224,172.40.161.41,45.208.223.2,49614,8333,224.0
TX_000510,wallet_049,wallet_023,2.88602951,0.0001,P2PKH,peeling_chain,2026-03-02 04:44:02,2026-03-02 04:44:02.719,104.154.83.126,185.55.168.128,65344,8333,719.0
TX_000510,wallet_049,wallet_023,2.88602951,0.0001,P2PKH,peeling_chain,2026-03-02 04:44:02,2026-03-02 04:44:03.499,52.138.32.250,45.207.12.187,57874,8333,1499.0
TX_000106,wallet_030,wallet_029,0.54248708,0.00016715,P2PKH,normal,2026-03-02 04:46:05,2026-03-02 04:46:05.184,13.153.120.136,45.254.237.164,54206,8333,184.0
TX_000106,wallet_030,wallet_029,0.54248708,0.00016715,P2PKH,normal,2026-03-02 04:46:05,2026-03-02 04:46:05.943,104.154.83.126,45.249.142.221,54576,8333,943.0
TX_000106,wallet_030,wallet_029,0.54248708,0.00016715,P2PKH,normal,2026-03-02 04:46:05,2026-03-02 04:46:06.037,104.59.211.9,198.42.119.98,56935,443,1037.0
TX_000106,wallet_030,wallet_029,0.54248708,0.00016715,P2PKH,normal,2026-03-02 04:46:05,2026-03-02 04:46:06.378,192.139.245.200,198.40.96.196,63862,8333,1378.0
TX_000106,wallet_030,wallet_029,0.54248708,0.00016715,P2PKH,normal,2026-03-02 04:46:05,2026-03-02 04:46:06.672,45.117.163.214,52.37.68.36,55509,8333,1672.0
TX_000453,wallet_005,wallet_004,203.06476385,0.01240038,P2WPKH,high_value_anomaly,2026-03-02 04:58:00,2026-03-02 04:58:00.519,104.59.211.9,185.27.24.98,60410,8333,519.0
TX_000453,wallet_005,wallet_004,203.06476385,0.01240038,P2WPKH,high_value_anomaly,2026-03-02 04:58:00,2026-03-02 04:58:00.871,13.153.120.136,185.27.24.98,54720,8333,871.0
TX_000453,wallet_005,wallet_004,203.06476385,0.01240038,P2WPKH,high_value_anomaly,2026-03-02 04:58:00,2026-03-02 04:58:01.487,13.21.142.76,104.144.51.184,62642,80,1487.0
TX_000453,wallet_005,wallet_004,203.06476385,0.01240038,P2WPKH,high_value_anomaly,2026-03-02 04:58:00,2026-03-02 04:58:01.758,13.153.17.99,13.227.235.165,64315,8333,1758.0
TX_000495,wallet_090,wallet_055,57.05186623,0.0001,P2SH,peeling_chain,2026-03-02 05:11:00,2026-03-02 05:11:00.733,198.172.69.180,185.27.24.98,58966,8333,733.0
TX_000495,wallet_090,wallet_055,57.05186623,0.0001,P2SH,peeling_chain,2026-03-02 05:11:00,2026-03-02 05:11:01.229,45.207.12.187,198.191.144.138,51620,8333,1229.0
TX_000495,wallet_090,wallet_055,57.05186623,0.0001,P2SH,peeling_chain,2026-03-02 05:11:00,2026-03-02 05:11:01.827,52.138.32.250,45.117.163.214,57840,8333,1827.0
TX_000495,wallet_090,wallet_055,57.05186623,0.0001,P2SH,peeling_chain,2026-03-02 05:11:00,2026-03-02 05:11:02.464,198.176.84.216,13.21.142.76,52165,8333,2464.0
TX_000495,wallet_090,wallet_055,57.05186623,0.0001,P2SH,peeling_chain,2026-03-02 05:11:00,2026-03-02 05:11:03.106,13.57.115.151,13.153.120.136,60189,8333,3106.0
TX_000496,wallet_090,wallet_029,2.61957145,0.0001,P2WPKH,peeling_chain,2026-03-02 05:11:01,2026-03-02 05:11:01.593,13.227.235.165,185.103.69.17,56024,8333,593.0
TX_000496,wallet_090,wallet_029,2.61957145,0.0001,P2WPKH,peeling_chain,2026-03-02 05:11:01,2026-03-02 05:11:01.721,45.197.165.88,45.117.163.214,58979,8333,721.0
TX_000496,wallet_090,wallet_029,2.61957145,0.0001,P2WPKH,peeling_chain,2026-03-02 05:11:01,2026-03-02 05:11:02.323,185.42.95.91,45.207.12.187,62728,8333,1323.0
TX_000496,wallet_090,wallet_029,2.61957145,0.0001,P2WPKH,peeling_chain,2026-03-02 05:11:01,2026-03-02 05:11:03.012,198.191.144.138,185.55.168.128,55069,8334,2012.0
TX_000496,wallet_090,wallet_029,2.61957145,0.0001,P2WPKH,peeling_chain,2026-03-02 05:11:01,2026-03-02 05:11:03.782,45.192.150.110,172.92.217.89,65509,8333,2782.0
TX_000497,wallet_055,wallet_044,55.4327057,0.0001,P2SH,peeling_chain,2026-03-02 05:14:00,2026-03-02 05:14:00.324,104.175.185.30,13.93.57.36,63364,8334,324.0
TX_000497,wallet_055,wallet_044,55.4327057,0.0001,P2SH,peeling_chain,2026-03-02 05:14:00,2026-03-02 05:14:01.015,172.152.109.9,13.93.57.36,55726,8333,1015.0
TX_000497,wallet_055,wallet_044,55.4327057,0.0001,P2SH,peeling_chain,2026-03-02 05:14:00,2026-03-02 05:14:01.216,185.148.50.181,45.40.56.246,58991,8333,1216.0
TX_000497,wallet_055,wallet_044,55.4327057,0.0001,P2SH,peeling_chain,2026-03-02 05:14:00,2026-03-02 05:14:01.686,185.42.95.91,104.24.56.60,55822,8333,1686.0
TX_000498,wallet_055,wallet_047,1.61896053,0.0001,P2WPKH,peeling_chain,2026-03-02 05:14:01,2026-03-02 05:14:01.343,45.197.165.88,185.27.24.98,57555,8333,343.0
TX_000498,wallet_055,wallet_047,1.61896053,0.0001,P2WPKH,peeling_chain,2026-03-02 05:14:01,2026-03-02 05:14:01.634,198.176.84.216,185.148.50.181,52873,8333,634.0
TX_000498,wallet_055,wallet_047,1.61896053,0.0001,P2WPKH,peeling_chain,2026-03-02 05:14:01,2026-03-02 05:14:01.712,185.148.50.181,185.42.95.91,64361,8333,712.0
TX_000499,wallet_044,wallet_036,54.22811203,0.0001,P2WPKH,peeling_chain,2026-03-02 05:26:00,2026-03-02 05:26:00.482,45.197.165.88,172.174.190.229,55770,8333,482.0
TX_000499,wallet_044,wallet_036,54.22811203,0.0001,P2WPKH,peeling_chain,2026-03-02 05:26:00,2026-03-02 05:26:00.671,198.58.36.189,45.253.21.219,58254,8333,671.0
TX_000499,wallet_044,wallet_036,54.22811203,0.0001,P2WPKH,peeling_chain,2026-03-02 05:26:00,2026-03-02 05:26:00.901,45.197.165.88,172.174.190.229,65072,8333,901.0
TX_000499,wallet_044,wallet_036,54.22811203,0.0001,P2WPKH,peeling_chain,2026-03-02 05:26:00,2026-03-02 05:26:01.007,104.144.51.184,198.172.69.180,58916,80,1007.0
TX_000500,wallet_044,wallet_014,1.20439367,0.0001,P2WPKH,peeling_chain,2026-03-02 05:26:03,2026-03-02 05:26:03.737,172.76.112.41,104.144.51.184,62157,8334,737.0
TX_000500,wallet_044,wallet_014,1.20439367,0.0001,P2WPKH,peeling_chain,2026-03-02 05:26:03,2026-03-02 05:26:03.930,185.148.50.181,45.208.223.2,53105,8333,930.0
TX_000500,wallet_044,wallet_014,1.20439367,0.0001,P2WPKH,peeling_chain,2026-03-02 05:26:03,2026-03-02 05:26:04.574,104.154.83.126,45.192.150.110,57403,8333,1574.0
TX_000501,wallet_036,wallet_020,53.26853302,0.0001,P2PKH,peeling_chain,2026-03-02 05:29:00,2026-03-02 05:29:00.293,13.153.120.136,45.208.223.2,59421,8333,293.0
TX_000502,wallet_036,wallet_012,0.95937901,0.0001,P2SH,peeling_chain,2026-03-02 05:29:02,2026-03-02 05:29:02.449,198.40.96.196,192.139.245.200,56883,18333,449.0
TX_000502,wallet_036,wallet_012,0.95937901,0.0001,P2SH,peeling_chain,2026-03-02 05:29:02,2026-03-02 05:29:02.646,13.57.115.151,45.207.12.187,56167,80,646.0
TX_000502,wallet_036,wallet_012,0.95937901,0.0001,P2SH,peeling_chain,2026-03-02 05:29:02,2026-03-02 05:29:03.114,172.12.170.59,13.153.120.136,50984,8333,1114.0
TX_000502,wallet_036,wallet_012,0.95937901,0.0001,P2SH,peeling_chain,2026-03-02 05:29:02,2026-03-02 05:29:03.547,45.249.129.196,45.208.223.2,59522,8333,1547.0
TX_000502,wallet_036,wallet_012,0.95937901,0.0001,P2SH,peeling_chain,2026-03-02 05:29:02,2026-03-02 05:29:04.083,52.1.245.185,185.148.50.181,58252,18333,2083.0
