txid,timestamp,input_wallet,output_wallet,amount,fee,fee_ratio,script_type,pattern_label,network_observation_count,unique_src_ips,unique_dst_ips,unique_ips,avg_observation_delay_ms,min_observation_delay_ms,max_observation_delay_ms
TX_000118,2026-03-02 10:34:23,wallet_093,wallet_039,0.30381054,0.00083532,0.00274948,P2SH,normal,1,1,1,2,385.0,385.0,385.0
TX_000119,2026-03-02 10:48:52,wallet_042,wallet_052,1.25210683,0.00445281,0.00355625,P2SH,normal,4,4,4,8,1055.75,220.0,1867.0
TX_000120,2026-03-02 11:10:01,wallet_025,wallet_054,0.22509509,0.0008059,0.00358026,P2PKH,normal,4,4,4,6,808.25,85.0,1383.0
TX_000121,2026-03-02 11:34:23,wallet_096,wallet_023,0.29486295,0.0009688,0.00328559,P2PKH,normal,3,3,3,5,859.0,305.0,1521.0
TX_000122,2026-03-02 11:42:47,wallet_071,wallet_001,0.27566115,0.00048802,0.00177036,P2PKH,normal,4,4,4,8,1421.5,254.0,2588.0
TX_000123,2026-03-02 11:52:22,wallet_075,wallet_078,0.27199472,0.00094977,0.00349187,P2PKH,normal,5,5,5,10,1368.0,279.0,2374.0
TX_000124,2026-03-02 11:53:15,wallet_057,wallet_087,0.07988919,0.00014164,0.00177296,P2PKH,normal,1,1,1,2,510.0,510.0,510.0
TX_000125,2026-03-02 12:05:56,wallet_095,wallet_022,0.02609019,0.00013684,0.00524488,P2PKH,normal,5,5,5,10,1274.0,705.0,2221.0
TX_000126,2026-03-02 12:23:58,wallet_085,wallet_082,0.34258532,0.00112379,0.00328032,P2PKH,normal,1,1,1,2,564.0,564.0,564.0
TX_000127,2026-03-02 12:24:45,wallet_097,wallet_031,0.07640216,0.00030952,0.00405119,P2PKH,normal,5,5,5,10,1658.2,787.0,2944.0
TX_000128,2026-03-02 12:39:41,wallet_026,wallet_019,0.14930252,8.28e-05,0.00055458,P2PKH,normal,1,1,1,2,211.0,211.0,211.0
TX_000129,2026-03-02 13:09:14,wallet_061,wallet_079,0.4314911,0.00188975,0.00437958,P2PKH,normal,3,3,3,6,992.33,671.0,1232.0
TX_000130,2026-03-02 13:11:11,wallet_054,wallet_081,0.04855558,0.00019182,0.00395052,P2SH,normal,4,4,4,8,881.0,303.0,1344.0
TX_000131,2026-03-02 13:12:24,wallet_050,wallet_064,3.92294697,0.005,0.00127455,P2PKH,normal,3,3,3,6,869.0,559.0,1193.0
TX_000132,2026-03-02 13:32:51,wallet_089,wallet_001,2.03826001,0.005,0.00245307,P2WPKH,normal,1,1,1,2,160.0,160.0,160.0
TX_000133,2026-03-02 13:58:54,wallet_014,wallet_100,0.22722193,0.00054607,0.00240325,P2PKH,normal,4,4,4,8,1065.75,424.0,1927.0
TX_000134,2026-03-02 14:06:52,wallet_090,wallet_067,0.37926839,0.00095125,0.00250812,P2SH,normal,1,1,1,2,453.0,453.0,453.0
TX_000465,2026-03-02 14:11:00,wallet_029,wallet_088,456.71100786,0.03864737,8.462e-05,P2PKH,high_value_anomaly,3,3,3,6,578.0,238.0,856.0
TX_000135,2026-03-02 14:38:44,wallet_016,wallet_059,0.13088994,0.00014861,0.00113538,P2PKH,normal,2,2,2,4,761.0,666.0,856.0
TX_000136,2026-03-02 14:40:32,wallet_068,wallet_072,0.03010817,0.00014086,0.00467846,P2WPKH,normal,2,2,2,4,778.0,670.0,886.0
TX_000137,2026-03-02 14:41:12,wallet_057,wallet_079,0.08837352,0.00041176,0.00465931,P2WPKH,normal,5,5,5,10,1101.4,571.0,1971.0
TX_000138,2026-03-02 14:45:10,wallet_055,wallet_071,1.63814102,0.00379311,0.0023155,P2PKH,normal,2,2,2,4,332.5,82.0,583.0
TX_000139,2026-03-02 14:48:44,wallet_061,wallet_058,0.32671091,0.00049761,0.00152309,P2PKH,normal,2,2,2,4,867.0,470.0,1264.0
TX_000140,2026-03-02 15:13:58,wallet_082,wallet_036,0.03223596,0.00017419,0.00540359,P2SH,normal,5,4,4,8,1178.0,382.0,1951.0
TX_000460,2026-03-02 15:34:00,wallet_025,wallet_091,176.51066371,0.0334019,0.00018923,P2SH,high_value_anomaly,3,3,3,6,910.67,565.0,1171.0
TX_000141,2026-03-02 15:35:43,wallet_081,wallet_031,0.35090334,0.00055724,0.00158802,P2PKH,normal,4,4,4,8,1248.5,374.0,2195.0
TX_000142,2026-03-02 15:54:48,wallet_037,wallet_031,1.61869648,0.00236701,0.00146229,P2PKH,normal,4,4,4,8,1000.75,269.0,1805.0
TX_000143,2026-03-02 16:05:50,wallet_070,wallet_011,0.09283889,0.00012223,0.00131658,P2PKH,normal,2,2,2,4,323.5,55.0,592.0
TX_000144,2026-03-02 16:34:21,wallet_089,wallet_020,0.04803124,0.00022106,0.00460242,P2PKH,normal,3,3,3,6,1015.0,378.0,1572.0
TX_000145,2026-03-02 16:34:48,wallet_053,wallet_043,0.16781882,0.00051298,0.00305675,P2PKH,normal,2,2,2,4,425.5,346.0,505.0
TX_000146,2026-03-02 16:37:01,wallet_027,wallet_054,2.1094069,0.00428661,0.00203214,P2SH,normal,5,5,5,10,1551.2,555.0,2840.0
TX_000147,2026-03-02 16:50:42,wallet_090,wallet_003,0.04717312,0.00025275,0.00535792,P2SH,normal,1,1,1,2,239.0,239.0,239.0
TX_000148,2026-03-02 17:02:14,wallet_049,wallet_062,0.19668689,7.535e-05,0.0003831,P2PKH,normal,3,3,3,5,1012.0,442.0,1506.0
TX_000149,2026-03-02 17:12:34,wallet_097,wallet_050,1.42145527,0.005,0.00351752,P2WPKH,normal,4,4,4,8,1152.5,364.0,1924.0
TX_000150,2026-03-02 17:13:39,wallet_054,wallet_069,1.09189702,0.00415862,0.00380862,P2SH,normal,2,2,2,4,598.0,303.0,893.0
TX_000151,2026-03-02 17:23:12,wallet_078,wallet_029,0.23935935,0.00064656,0.00270121,P2PKH,normal,1,1,1,2,610.0,610.0,610.0
TX_000152,2026-03-02 18:02:11,wallet_063,wallet_004,3.73443417,0.005,0.00133889,P2SH,normal,5,5,4,9,1385.0,502.0,2130.0
TX_000153,2026-03-02 18:23:50,wallet_052,wallet_093,0.17500355,0.00020903,0.00119443,P2PKH,normal,1,1,1,2,483.0,483.0,483.0
TX_000154,2026-03-02 18:41:37,wallet_017,wallet_080,0.24004615,0.00070225,0.00292548,P2WPKH,normal,1,1,1,2,120.0,120.0,120.0
TX_000155,2026-03-02 19:38:07,wallet_076,wallet_073,0.02289464,0.00012667,0.00553274,P2PKH,normal,2,2,2,4,926.5,706.0,1147.0
TX_000451,2026-03-02 19:49:00,wallet_015,wallet_004,915.70554974,0.0129997,1.42e-05,P2PKH,high_value_anomaly,2,2,2,4,373.0,125.0,621.0
TX_000156,2026-03-02 19:58:53,wallet_055,wallet_018,1.03732877,0.00455986,0.00439577,P2PKH,normal,5,5,4,9,1185.4,186.0,2088.0
TX_000157,2026-03-02 20:11:18,wallet_034,wallet_049,0.50875853,0.00091694,0.00180231,P2PKH,normal,2,2,2,4,1031.5,792.0,1271.0
TX_000158,2026-03-02 20:21:13,wallet_044,wallet_098,0.24296616,0.00112154,0.00461603,P2PKH,normal,1,1,1,2,658.0,658.0,658.0
TX_000463,2026-03-02 20:24:00,wallet_010,wallet_078,798.47611702,0.02717285,3.403e-05,P2PKH,high_value_anomaly,4,4,3,6,1308.5,710.0,2129.0
TX_000159,2026-03-02 21:26:21,wallet_054,wallet_033,0.12446642,0.00057165,0.00459281,P2PKH,normal,1,1,1,2,461.0,461.0,461.0
TX_000160,2026-03-02 21:34:11,wallet_096,wallet_070,0.28625219,0.00015168,0.00052988,P2WPKH,normal,1,1,1,2,193.0,193.0,193.0
TX_000161,2026-03-02 22:11:37,wallet_029,wallet_084,0.10574925,9.613e-05,0.00090904,P2WPKH,normal,5,5,5,9,1073.6,376.0,2127.0
TX_000162,2026-03-02 22:35:38,wallet_006,wallet_097,0.14564453,8.671e-05,0.00059535,P2PKH,normal,4,4,3,7,1012.5,202.0,1852.0
TX_000163,2026-03-02 22:55:37,wallet_003,wallet_080,0.34452683,0.0003417,0.0009918,P2PKH,normal,3,3,3,6,1462.33,712.0,2172.0
TX_000164,2026-03-02 23:28:19,wallet_086,wallet_015,0.44824154,0.00133352,0.002975,P2PKH,normal,5,5,5,9,1548.0,791.0,2398.0
TX_000165,2026-03-02 23:35:06,wallet_090,wallet_033,0.43261132,0.00171893,0.00397338,P2PKH,normal,3,3,3,6,1014.33,365.0,1524.0
TX_000456,2026-03-02 23:49:00,wallet_055,wallet_044,405.65847584,0.01155037,2.847e-05,P2SH,high_value_anomaly,1,1,1,2,66.0,66.0,66.0
TX_000166,2026-03-03 00:08:09,wallet_078,wallet_096,0.095164,0.00039449,0.00414537,P2SH,normal,1,1,1,2,317.0,317.0,317.0
TX_000167,2026-03-03 01:41:27,wallet_021,wallet_040,0.02611603,6.644e-05,0.00254403,P2PKH,normal,2,2,2,4,747.0,387.0,1107.0
TX_000168,2026-03-03 02:11:34,wallet_040,wallet_074,0.05157676,0.00022634,0.00438841,P2WPKH,normal,4,4,4,8,1696.5,790.0,2266.0
TX_000169,2026-03-03 02:20:04,wallet_051,wallet_092,1.43825667,0.00159155,0.00110658,P2SH,normal,2,2,2,4,377.0,119.0,635.0
TX_000452,2026-03-03 02:26:00,wallet_014,wallet_087,914.73451913,0.02772296,3.031e-05,P2WPKH,high_value_anomaly,3,3,3,6,617.0,189.0,1147.0
TX_000170,2026-03-03 02:48:19,wallet_081,wallet_032,0.13167461,0.00012891,0.000979,P2SH,normal,1,1,1,2,56.0,56.0,56.0
TX_000171,2026-03-03 02:50:39,wallet_088,wallet_077,0.22640628,0.00096629,0.00426795,P2SH,normal,5,5,5,9,1750.6,789.0,2420.0
TX_000172,2026-03-03 03:25:50,wallet_073,wallet_006,0.68189534,0.0012783,0.00187463,P2PKH,normal,2,2,2,4,576.0,357.0,795.0
TX_000173,2026-03-03 03:33:42,wallet_048,wallet_009,0.16745012,0.00048189,0.00287781,P2PKH,normal,1,1,1,2,769.0,769.0,769.0
TX_000174,2026-03-03 03:34:05,wallet_054,wallet_063,0.62174182,0.0004337,0.00069756,P2WPKH,normal,3,3,3,6,1176.33,629.0,1513.0
TX_000175,2026-03-03 04:21:24,wallet_082,wallet_059,0.16117758,0.00062473,0.00387604,P2PKH,normal,3,3,3,6,684.0,66.0,1141.0
TX_000176,2026-03-03 05:21:30,wallet_094,wallet_067,0.10691581,0.00056649,0.00529847,P2PKH,normal,2,2,2,4,1003.5,755.0,1252.0
TX_000177,2026-03-03 06:21:49,wallet_069,wallet_100,2.21395646,0.005,0.0022584,P2PKH,normal,5,5,5,10,1642.8,659.0,2494.0
TX_000178,2026-03-03 06:33:53,wallet_094,wallet_076,0.80113364,0.00118371,0.00147754,P2WPKH,normal,3,3,3,6,778.0,419.0,1078.0
TX_000179,2026-03-03 06:40:59,wallet_012,wallet_036,0.94734448,0.00423726,0.00447278,P2PKH,normal,1,1,1,2,412.0,412.0,412.0
TX_000180,2026-03-03 07:09:04,wallet_060,wallet_073,0.05307801,0.00021404,0.00403256,P2PKH,normal,3,3,3,5,741.0,473.0,1054.0
TX_000181,2026-03-03 07:40:35,wallet_004,wallet_064,0.09642634,0.00046171,0.00478821,P2PKH,normal,4,4,4,8,885.0,332.0,1456.0
TX_000182,2026-03-03 07:56:41,wallet_028,wallet_046,0.22078179,0.0009352,0.00423586,P2PKH,normal,3,3,3,6,1097.0,500.0,1624.0
TX_000183,2026-03-03 08:08:30,wallet_077,wallet_090,0.15398332,0.00072946,0.00473727,P2SH,normal,3,3,3,6,1057.33,435.0,1675.0
TX_000184,2026-03-03 08:11:09,wallet_067,wallet_025,0.58542082,0.00035413,0.00060492,P2SH,normal,4,4,4,8,761.0,348.0,1409.0
TX_000185,2026-03-03 08:14:24,wallet_063,wallet_072,0.46608354,0.00182811,0.00392228,P2SH,normal,4,3,4,7,1295.0,606.0,2077.0
TX_000186,2026-03-03 08:16:41,wallet_083,wallet_092,1.13821011,0.00290124,0.00254895,P2SH,normal,5,4,5,9,1121.0,581.0,1644.0
TX_000187,2026-03-03 08:18:36,wallet_012,wallet_038,0.13266023,0.00020731,0.00156271,P2SH,normal,1,1,1,2,498.0,498.0,498.0
TX_000188,2026-03-03 08:53:16,wallet_040,wallet_085,0.28495821,0.00089052,0.00312509,P2PKH,normal,3,3,3,6,670.0,95.0,1107.0
TX_000189,2026-03-03 09:17:55,wallet_068,wallet_045,0.89156691,0.00199805,0.00224105,P2SH,normal,4,4,4,7,1384.0,523.0,2269.0
TX_000190,2026-03-03 10:16:55,wallet_043,wallet_046,0.12582565,0.00049592,0.00394133,P2PKH,normal,1,1,1,2,641.0,641.0,641.0
TX_000191,2026-03-03 11:42:27,wallet_033,wallet_030,0.10055274,0.0001195,0.00118843,P2PKH,normal,2,2,2,4,870.0,518.0,1222.0
TX_000192,2026-03-03 11:44:21,wallet_016,wallet_096,1.14126083,0.00316077,0.00276954,P2SH,normal,5,5,5,10,1190.2,166.0,1898.0
TX_000467,2026-03-03 11:59:00,wallet_092,wallet_041,333.88919846,0.02546233,7.626e-05,P2WPKH,high_value_anomaly,1,1,1,2,192.0,192.0,192.0
TX_000193,2026-03-03 12:14:32,wallet_024,wallet_025,0.01936107,7.246e-05,0.00374256,P2PKH,normal,5,5,4,8,1452.4,760.0,2366.0
TX_000194,2026-03-03 13:02:03,wallet_093,wallet_076,1.46820231,0.005,0.00340553,P2SH,normal,1,1,1,2,628.0,628.0,628.0
TX_000195,2026-03-03 13:04:34,wallet_037,wallet_013,0.15523905,0.00069888,0.00450196,P2PKH,normal,3,3,3,5,807.33,280.0,1233.0
TX_000196,2026-03-03 13:17:22,wallet_047,wallet_023,0.22191177,0.00040087,0.00180644,P2SH,normal,1,1,1,2,786.0,786.0,786.0
TX_000197,2026-03-03 13:18:41,wallet_017,wallet_036,1.02569032,0.00038133,0.00037178,P2PKH,normal,2,2,2,4,423.5,354.0,493.0
TX_000198,2026-03-03 13:36:21,wallet_038,wallet_090,0.56272497,0.00270946,0.00481489,P2SH,normal,5,5,5,10,1722.6,755.0,3057.0
TX_000199,2026-03-03 14:42:00,wallet_097,wallet_063,0.03937076,7.373e-05,0.00187271,P2PKH,normal,2,2,2,4,919.5,768.0,1071.0
TX_000200,2026-03-03 15:22:45,wallet_037,wallet_061,0.08102769,0.00024817,0.00306278,P2PKH,normal,5,4,5,9,1360.8,697.0,2322.0
TX_000201,2026-03-03 15:27:58,wallet_007,wallet_033,0.24258168,0.00119285,0.00491731,P2PKH,normal,4,3,4,7,973.75,273.0,1850.0
TX_000202,2026-03-03 17:07:16,wallet_009,wallet_052,0.72629803,0.00187269,0.0025784,P2SH,normal,4,4,4,7,1441.25,517.0,2365.0
TX_000203,2026-03-03 17:08:57,wallet_088,wallet_007,0.39390436,0.00038224,0.00097039,P2WPKH,normal,2,2,2,4,758.0,489.0,1027.0
TX_000204,2026-03-03 17:23:55,wallet_039,wallet_011,0.23816792,0.00123374,0.00518013,P2PKH,normal,4,4,3,7,748.0,59.0,1409.0
TX_000205,2026-03-03 17:43:56,wallet_098,wallet_054,0.1328771,0.00045806,0.00344725,P2SH,normal,2,2,2,4,735.0,706.0,764.0
TX_000206,2026-03-03 18:03:51,wallet_029,wallet_100,2.0791526,0.005,0.00240483,P2PKH,normal,2,2,2,4,944.5,693.0,1196.0
TX_000207,2026-03-03 18:21:34,wallet_057,wallet_039,0.19531955,0.00089277,0.00457082,P2WPKH,normal,1,1,1,2,653.0,653.0,653.0
TX_000208,2026-03-03 18:41:05,wallet_040,wallet_073,0.72005402,0.00231315,0.00321247,P2SH,normal,2,2,2,4,635.5,303.0,968.0
TX_000209,2026-03-03 18:47:44,wallet_095,wallet_013,0.1846545,0.00092585,0.00501396,P2PKH,normal,1,1,1,2,724.0,724.0,724.0
TX_000210,2026-03-03 18:56:37,wallet_028,wallet_034,0.04388997,0.00019642,0.00447528,P2PKH,normal,3,3,3,6,929.0,711.0,1069.0
TX_000211,2026-03-03 19:14:18,wallet_023,wallet_071,0.02247733,6.052e-05,0.00269249,P2PKH,normal,5,5,5,10,1110.6,480.0,2028.0
TX_000212,2026-03-03 19:48:05,wallet_058,wallet_089,0.34471812,0.00108749,0.00315472,P2PKH,normal,3,3,3,6,595.67,130.0,1077.0
TX_000213,2026-03-03 20:11:20,wallet_030,wallet_037,0.54354413,0.00198724,0.00365608,P2SH,normal,4,4,4,8,906.5,168.0,1486.0
TX_000214,2026-03-03 20:22:20,wallet_059,wallet_010,1.31257434,0.00460225,0.00350628,P2WPKH,normal,2,2,2,4,569.5,325.0,814.0
TX_000215,2026-03-03 21:16:28,wallet_081,wallet_076,0.20426577,0.00073221,0.00358459,P2WPKH,normal,5,5,5,10,1298.4,692.0,2213.0
TX_000216,2026-03-03 21:49:54,wallet_055,wallet_015,0.15902952,0.00049025,0.00308276,P2SH,normal,1,1,1,2,616.0,616.0,616.0
TX_000217,2026-03-03 23:17:21,wallet_035,wallet_019,0.31808807,0.00019311,0.0006071,P2PKH,normal,2,2,2,4,793.5,476.0,1111.0
TX_000218,2026-03-03 23:27:06,wallet_040,wallet_077,0.05979609,0.00027542,0.00460599,P2SH,normal,5,5,5,10,837.2,97.0,1835.0
TX_000219,2026-03-04 00:37:20,wallet_037,wallet_057,0.31060359,0.00027032,0.00087031,P2SH,normal,4,4,4,8,1009.5,74.0,1861.0
TX_000220,2026-03-04 00:50:08,wallet_090,wallet_052,0.31175665,0.00152122,0.00487951,P2SH,normal,3,3,3,6,621.33,145.0,1143.0
TX_000221,2026-03-04 01:01:01,wallet_064,wallet_057,0.19586015,0.00014679,0.00074946,P2PKH,normal,5,4,5,8,928.0,113.0,1933.0
TX_000222,2026-03-04 01:41:11,wallet_056,wallet_095,0.20875751,0.00040058,0.00191888,P2PKH,normal,2,2,2,3,617.5,512.0,723.0
TX_000223,2026-03-04 02:14:52,wallet_012,wallet_030,1.37641183,0.005,0.00363263,P2WPKH,normal,3,3,3,6,660.33,201.0,1004.0
TX_000224,2026-03-04 03:12:57,wallet_074,wallet_076,0.32463629,0.0015949,0.00491288,P2WPKH,normal,5,5,4,9,918.0,305.0,1542.0
TX_000225,2026-03-04 03:51:00,wallet_087,wallet_035,0.15325862,0.00049807,0.00324987,P2SH,normal,1,1,1,2,389.0,389.0,389.0
TX_000226,2026-03-04 03:53:55,wallet_023,wallet_061,0.03274686,0.00013655,0.00416987,P2PKH,normal,5,5,5,10,1620.0,493.0,2721.0
TX_000227,2026-03-04 04:55:41,wallet_036,wallet_024,0.04318301,0.00026527,0.00614293,P2PKH,normal,3,3,3,6,973.0,442.0,1447.0
TX_000228,2026-03-04 05:18:07,wallet_063,wallet_012,0.42425957,0.00106952,0.00252091,P2PKH,normal,5,5,5,9,1109.8,564.0,1659.0
TX_000229,2026-03-04 05:37:32,wallet_042,wallet_086,0.08262263,0.00010061,0.00121771,P2PKH,normal,2,2,2,4,967.0,639.0,1295.0
TX_000230,2026-03-04 05:59:58,wallet_053,wallet_089,0.1549524,0.00044169,0.00285049,P2SH,normal,3,3,3,6,1047.67,631.0,1327.0
TX_000231,2026-03-04 06:14:49,wallet_052,wallet_098,0.25610539,0.00076594,0.00299072,P2PKH,normal,4,4,4,8,596.0,50.0,1237.0
TX_000232,2026-03-04 06:53:13,wallet_041,wallet_033,1.43550317,0.00246745,0.00171887,P2WPKH,normal,4,4,4,8,1085.5,650.0,1742.0
TX_000233,2026-03-04 07:09:26,wallet_052,wallet_066,0.76482809,0.00321803,0.00420752,P2PKH,normal,3,3,3,6,605.0,180.0,1005.0
TX_000234,2026-03-04 07:19:55,wallet_070,wallet_060,0.27234266,0.0006287,0.00230849,P2PKH,normal,3,3,3,6,329.33,129.0,590.0
TX_000235,2026-03-04 07:22:57,wallet_047,wallet_080,1.33222997,0.005,0.00375311,P2SH,normal,1,1,1,2,787.0,787.0,787.0
TX_000236,2026-03-04 07:27:54,wallet_098,wallet_007,0.63979351,0.00075213,0.00117558,P2SH,normal,4,4,4,8,647.25,220.0,936.0
TX_000237,2026-03-04 07:30:59,wallet_037,wallet_057,0.02795812,0.00017347,0.00620464,P2PKH,normal,1,1,1,2,610.0,610.0,610.0
TX_000238,2026-03-04 07:42:39,wallet_004,wallet_081,1.26264225,0.00394332,0.00312307,P2PKH,normal,4,4,4,8,1230.75,719.0,1843.0
TX_000239,2026-03-04 08:29:43,wallet_021,wallet_040,0.28369978,0.00084411,0.00297536,P2SH,normal,5,5,5,10,921.2,552.0,1661.0
TX_000240,2026-03-04 09:00:30,wallet_012,wallet_029,0.01648938,0.00013182,0.00799424,P2WPKH,normal,4,4,4,8,1025.0,428.0,1560.0
TX_000241,2026-03-04 09:10:46,wallet_060,wallet_016,0.72459446,0.00242216,0.00334278,P2PKH,normal,4,4,4,8,1321.0,585.0,2166.0
TX_000242,2026-03-04 10:10:39,wallet_092,wallet_038,0.33182109,0.00091057,0.00274416,P2PKH,normal,2,2,2,4,439.0,93.0,785.0
TX_000243,2026-03-04 10:13:59,wallet_062,wallet_061,0.21922385,0.00033374,0.00152237,P2SH,normal,1,1,1,2,139.0,139.0,139.0
TX_000244,2026-03-04 10:20:07,wallet_050,wallet_025,0.58023999,0.00272906,0.00470333,P2SH,normal,3,3,3,6,768.33,582.0,938.0
TX_000245,2026-03-04 10:32:34,wallet_018,wallet_009,0.22147646,0.00037194,0.00167937,P2SH,normal,4,4,4,8,1244.75,720.0,1766.0
TX_000246,2026-03-04 10:40:42,wallet_054,wallet_044,0.36194725,0.00174312,0.00481595,P2SH,normal,3,2,3,5,618.67,368.0,933.0
TX_000247,2026-03-04 11:00:56,wallet_001,wallet_037,0.19253187,0.00075421,0.00391733,P2WPKH,normal,1,1,1,2,242.0,242.0,242.0
TX_000248,2026-03-04 11:03:51,wallet_075,wallet_085,0.20385132,0.00055947,0.0027445,P2PKH,normal,5,4,5,9,1590.2,432.0,2468.0
TX_000249,2026-03-04 11:06:45,wallet_069,wallet_062,0.05951646,0.0001566,0.0026312,P2SH,normal,4,4,4,8,1135.75,567.0,1713.0
TX_000250,2026-03-04 11:15:23,wallet_070,wallet_049,0.40059991,0.00098387,0.00245599,P2PKH,normal,4,4,4,8,643.75,100.0,1140.0
TX_000251,2026-03-04 12:00:58,wallet_025,wallet_090,2.62770576,0.00338757,0.00128917,P2PKH,normal,5,5,5,9,1079.8,362.0,1871.0
TX_000252,2026-03-04 12:04:54,wallet_100,wallet_053,0.15209773,9.774e-05,0.00064261,P2SH,normal,4,4,4,8,1111.25,115.0,2079.0
TX_000253,2026-03-04 12:09:20,wallet_091,wallet_049,0.08386064,0.00021703,0.00258798,P2SH,normal,1,1,1,2,721.0,721.0,721.0
TX_000254,2026-03-04 12:11:21,wallet_084,wallet_020,0.11408282,0.0003383,0.00296539,P2PKH,normal,4,4,3,7,1034.75,86.0,1904.0
TX_000255,2026-03-04 12:14:05,wallet_065,wallet_076,0.03991885,0.00011893,0.00297929,P2PKH,normal,3,3,3,6,1393.33,792.0,1876.0
TX_000256,2026-03-04 12:23:18,wallet_057,wallet_013,0.17731289,0.0005247,0.00295918,P2PKH,normal,3,3,3,6,1010.67,524.0,1340.0
TX_000257,2026-03-04 12:37:28,wallet_093,wallet_019,0.19743627,0.00046637,0.00236213,P2SH,normal,2,2,2,4,288.0,190.0,386.0
TX_000258,2026-03-04 13:09:45,wallet_020,wallet_010,0.2347019,0.0006134,0.00261353,P2WPKH,normal,4,4,4,7,576.5,390.0,806.0
TX_000259,2026-03-04 13:29:41,wallet_044,wallet_080,0.61978981,0.0022157,0.00357492,P2SH,normal,4,4,4,8,878.0,489.0,1292.0
TX_000260,2026-03-04 13:57:26,wallet_043,wallet_087,0.10598725,0.00050689,0.00478256,P2PKH,normal,1,1,1,2,442.0,442.0,442.0
TX_000261,2026-03-04 14:01:40,wallet_041,wallet_081,0.11570218,0.00046904,0.00405386,P2SH,normal,1,1,1,2,355.0,355.0,355.0
TX_000262,2026-03-04 14:15:05,wallet_070,wallet_005,0.05111564,0.00020976,0.00410364,P2PKH,normal,2,2,2,4,631.5,400.0,863.0
TX_000263,2026-03-04 14:34:30,wallet_088,wallet_037,0.10520662,0.00057471,0.00546268,P2SH,normal,2,2,2,4,655.0,266.0,1044.0
TX_000264,2026-03-04 15:02:11,wallet_056,wallet_013,0.01607394,0.0001115,0.00693669,P2SH,normal,5,5,5,10,1754.4,688.0,2779.0
TX_000265,2026-03-04 15:03:05,wallet_013,wallet_057,0.61982538,0.00061726,0.00099586,P2PKH,normal,2,2,2,4,557.0,478.0,636.0
TX_000266,2026-03-04 15:48:21,wallet_004,wallet_006,0.06818552,0.0001652,0.0024228,P2PKH,normal,5,5,5,10,738.0,256.0,1171.0
TX_000267,2026-03-04 16:02:51,wallet_046,wallet_048,0.06947959,0.00020358,0.00293007,P2PKH,normal,1,1,1,2,312.0,312.0,312.0
TX_000268,2026-03-04 16:14:52,wallet_053,wallet_073,0.24546005,0.00089458,0.0036445,P2PKH,normal,3,3,3,6,852.67,525.0,1090.0
TX_000269,2026-03-04 16:30:14,wallet_023,wallet_011,0.08436463,0.00031039,0.00367915,P2PKH,normal,2,2,2,4,601.5,386.0,817.0
TX_000270,2026-03-04 16:39:52,wallet_088,wallet_031,0.07536214,0.00024131,0.00320201,P2SH,normal,4,3,4,7,1076.5,328.0,1784.0
TX_000271,2026-03-04 16:40:26,wallet_030,wallet_060,0.06244212,0.00025142,0.00402645,P2PKH,normal,3,3,3,6,1147.67,676.0,1542.0
TX_000272,2026-03-04 16:48:32,wallet_086,wallet_002,0.10174882,0.00050834,0.00499603,P2PKH,normal,5,5,5,10,1757.6,640.0,2746.0
TX_000273,2026-03-04 16:51:15,wallet_037,wallet_087,0.28992508,0.00085551,0.0029508,P2PKH,normal,4,3,4,7,858.5,378.0,1454.0
TX_000274,2026-03-04 17:14:08,wallet_045,wallet_076,0.66542919,0.00109197,0.001641,P2WPKH,normal,4,4,4,8,1654.75,719.0,2539.0
TX_000275,2026-03-04 17:45:26,wallet_089,wallet_033,0.07817785,0.00023282,0.00297808,P2PKH,normal,4,4,4,8,1242.0,389.0,2233.0
TX_000276,2026-03-04 18:01:00,wallet_050,wallet_062,0.2222494,0.00018837,0.00084756,P2PKH,normal,1,1,1,2,218.0,218.0,218.0
TX_000277,2026-03-04 18:18:50,wallet_046,wallet_074,0.1315188,0.00025382,0.00192991,P2SH,normal,5,5,5,10,827.2,250.0,1696.0
TX_000278,2026-03-04 18:21:43,wallet_003,wallet_085,1.48950793,0.00308777,0.00207301,P2PKH,normal,4,4,4,8,1027.5,570.0,1595.0
TX_000279,2026-03-04 18:28:33,wallet_088,wallet_100,1.19110128,0.00451529,0.00379085,P2PKH,normal,5,5,5,10,2060.2,766.0,3252.0
TX_000280,2026-03-04 18:45:37,wallet_078,wallet_096,0.04634791,0.00016744,0.00361268,P2WPKH,normal,5,5,5,8,690.6,342.0,950.0
TX_000281,2026-03-04 18:54:35,wallet_037,wallet_100,0.23066914,0.000976,0.00423117,P2SH,normal,5,5,5,9,1436.6,279.0,2522.0
TX_000282,2026-03-04 19:00:09,wallet_046,wallet_029,0.25997718,0.00088698,0.00341176,P2SH,normal,5,5,5,10,1507.2,667.0,2404.0
TX_000283,2026-03-04 19:02:27,wallet_087,wallet_097,0.12876942,0.00051776,0.00402083,P2SH,normal,2,2,2,4,435.0,90.0,780.0
TX_000284,2026-03-04 19:06:07,wallet_018,wallet_081,0.10527371,0.00011065,0.00105107,P2SH,normal,5,5,4,9,1324.6,613.0,1991.0
TX_000285,2026-03-04 19:10:24,wallet_006,wallet_040,0.08255418,0.00037726,0.00456985,P2PKH,normal,1,1,1,2,167.0,167.0,167.0
